Date,High,Low,Open,Close,Volume,Adj Close
2020-02-04,968.989990234375,833.8800048828125,882.9600219726562,887.0599975585938,60938800,887.0599975585938
2020-02-05,845.97998046875,704.1099853515625,823.260009765625,734.7000122070312,48423800,734.7000122070312
2020-02-06,795.8300170898438,687.0,699.9199829101562,748.9600219726562,39880800,748.9600219726562
2020-02-07,769.75,730.0,730.5499877929688,748.0700073242188,17063500,748.0700073242188
2020-02-10,819.989990234375,752.4000244140625,800.0,771.280029296875,24689200,771.280029296875
2020-02-11,783.510009765625,758.0,768.7899780273438,774.3800048828125,11697500,774.3800048828125
2020-02-12,789.75,763.3699951171875,777.8699951171875,767.2899780273438,12022500,767.2899780273438
2020-02-13,818.0,735.0,741.8400268554688,804.0,26289300,804.0
2020-02-14,812.969970703125,785.5,787.219970703125,800.030029296875,15693700,800.030029296875
2020-02-18,860.0,832.3599853515625,841.5999755859375,858.4000244140625,16381700,858.4000244140625
2020-02-19,944.780029296875,901.02001953125,923.5,917.4199829101562,25423000,917.4199829101562
2020-02-20,912.0,859.9400024414062,911.9500122070312,899.4099731445312,17634900,899.4099731445312
2020-02-21,913.0599975585938,880.4500122070312,906.97998046875,901.0,14314800,901.0
2020-02-24,863.5,822.2000122070312,839.0,833.7899780273438,15192200,833.7899780273438
2020-02-25,856.5999755859375,787.0,849.0,799.9099731445312,17290500,799.9099731445312
2020-02-26,813.3099975585938,776.1099853515625,782.5,778.7999877929688,14085500,778.7999877929688
2020-02-27,739.77001953125,669.0,730.0,679.0,24277200,679.0
2020-02-28,690.52001953125,611.52001953125,629.7000122070312,667.989990234375,24564200,667.989990234375
2020-03-02,743.6900024414062,686.6699829101562,711.260009765625,743.6199951171875,20195000,743.6199951171875
2020-03-03,806.97998046875,716.1099853515625,805.0,745.510009765625,25784000,745.510009765625
2020-03-04,766.52001953125,724.72998046875,763.9600219726562,749.5,15049000,749.5
2020-03-05,745.75,718.0700073242188,723.77001953125,724.5399780273438,10852700,724.5399780273438
2020-03-06,707.0,684.27001953125,690.0,703.47998046875,12662900,703.47998046875
2020-03-09,663.0,605.0,605.3900146484375,608.0,17073700,608.0
2020-03-10,668.0,608.0,659.4299926757812,645.3300170898438,15594400,645.3300170898438
2020-03-11,653.5800170898438,613.0,640.2000122070312,634.22998046875,13322500,634.22998046875
2020-03-12,594.5,546.25,580.8900146484375,560.5499877929688,18909100,560.5499877929688
2020-03-13,607.5700073242188,502.0,595.0,546.6199951171875,22640300,546.6199951171875
2020-03-16,494.8699951171875,442.1700134277344,469.5,445.07000732421875,20489500,445.07000732421875
2020-03-17,471.8500061035156,396.0,440.010009765625,430.20001220703125,23994600,430.20001220703125
2020-03-18,404.8599853515625,350.510009765625,389.0,361.2200012207031,23786200,361.2200012207031
2020-03-19,452.0,358.4599914550781,374.70001220703125,427.6400146484375,30195500,427.6400146484375
2020-03-20,477.0,425.7900085449219,438.20001220703125,427.5299987792969,28285500,427.5299987792969
2020-03-23,442.0,410.5,433.6000061035156,434.2900085449219,16454500,434.2900085449219
2020-03-24,513.6900024414062,474.0,477.29998779296875,505.0,22895200,505.0
2020-03-25,557.0,511.1099853515625,545.25,539.25,21222700,539.25
2020-03-26,560.0,512.25,547.3900146484375,528.1599731445312,17380700,528.1599731445312
2020-03-27,525.7999877929688,494.0299987792969,505.0,514.3599853515625,14377400,514.3599853515625
2020-03-30,516.6500244140625,491.2300109863281,510.260009765625,502.1300048828125,11998100,502.1300048828125
2020-03-31,542.9600219726562,497.0,501.25,524.0,17771500,524.0
2020-04-01,513.9500122070312,475.1000061035156,504.0,481.55999755859375,13353200,481.55999755859375
2020-04-02,494.260009765625,446.3999938964844,481.0299987792969,454.4700012207031,19858400,454.4700012207031
2020-04-03,515.489990234375,468.3900146484375,509.5,480.010009765625,22562100,480.010009765625
2020-04-06,521.0,497.9599914550781,511.20001220703125,516.239990234375,14901800,516.239990234375
2020-04-07,565.0,532.3400268554688,545.0,545.4500122070312,17919800,545.4500122070312
2020-04-08,557.2100219726562,533.3300170898438,554.2000122070312,548.8400268554688,12656000,548.8400268554688
2020-04-09,575.1799926757812,557.1099853515625,562.0900268554688,573.0,13650000,573.0
2020-04-13,652.0,580.530029296875,590.1599731445312,650.9500122070312,22475400,650.9500122070312
2020-04-14,741.8800048828125,692.4299926757812,698.969970703125,709.8900146484375,30576500,709.8900146484375
2020-04-15,753.1300048828125,710.0,742.0,729.8300170898438,23577000,729.8300170898438
2020-04-16,759.4500122070312,706.719970703125,716.9400024414062,745.2100219726562,20657900,745.2100219726562
2020-04-17,774.9500122070312,747.6599731445312,772.280029296875,753.8900146484375,13128200,753.8900146484375
2020-04-20,765.5700073242188,712.2100219726562,732.7000122070312,746.3599853515625,14746600,746.3599853515625
2020-04-21,753.3300170898438,673.7899780273438,730.1199951171875,686.719970703125,20209100,686.719970703125
2020-04-22,734.0,688.7100219726562,703.97998046875,732.1099853515625,14224800,732.1099853515625
2020-04-23,734.0,703.1300048828125,727.5999755859375,705.6300048828125,13236700,705.6300048828125
2020-04-24,730.72998046875,698.1799926757812,710.8099975585938,725.1500244140625,13237600,725.1500244140625
2020-04-27,799.489990234375,735.0,737.6099853515625,798.75,20681400,798.75
2020-04-28,805.0,756.6900024414062,795.6400146484375,769.1199951171875,15222000,769.1199951171875
2020-04-29,803.2000122070312,783.1599731445312,790.1699829101562,800.510009765625,16216000,800.510009765625
2020-04-30,869.8200073242188,763.5,855.1900024414062,781.8800048828125,28471900,781.8800048828125
